train_mae_step,epoch,step,train_mae_epoch,train_loss
0.6421970982026315,2,3349,,
0.776948302008315,2,3399,,
0.7443021389323647,2,3449,,
0.8667398760157285,2,3499,,
0.9797429752004027,2,3549,,
0.789785626806966,2,3599,,
1.0274218255499827,2,3649,,
1.021572648731115,2,3699,,
0.8373087492073141,2,3749,,
0.8355942094730828,2,3799,,
0.8407062729937985,2,3849,,
0.9208449202933375,2,3899,,
1.004657156970651,2,3949,,
1.6586098583730633,2,3999,,
0.8889198924872773,2,4049,,
1.1569217922523407,2,4099,,
1.1801895664407982,2,4149,,
1.8989792145435067,2,4199,,
2.320161904608305,2,4249,,
1.22052986593544,2,4299,,
1.0224608011600234,2,4349,,
,2,4379,1.1342096328735352,0.7816334244498929
0.9783500801242838,3,4399,,
0.7657729337755214,3,4449,,
0.8236051520381127,3,4499,,
0.5069699427530161,3,4549,,
1.3553108964500744,3,4599,,
0.9369100275331281,3,4649,,
1.0762575301584145,3,4699,,
0.7598874115439025,3,4749,,
1.8253719371699857,3,4799,,
1.2105669831337134,3,4849,,
1.4136316121547499,3,4899,,
0.7574844892777495,3,4949,,
1.316932454169007,3,4999,,
2.9421330673762673,3,5049,,
1.160664015101782,3,5099,,
0.9421170548347255,3,5149,,
1.0791819971156233,3,5199,,
0.8936281617373375,3,5249,,
1.1093558780201054,3,5299,,
0.9895994041556138,3,5349,,
0.741379415416512,3,5399,,
0.8732922517286584,3,5449,,
0.8912763999875509,3,5499,,
1.3542193251864225,3,5549,,
1.860626075589673,3,5599,,
1.1251509719533022,3,5649,,
0.8985729930181212,3,5699,,
0.5741593260222423,3,5749,,
0.9095388190953851,3,5799,,
,3,5839,1.1311208009719849,0.7750455510312295
1.3457327351930188,4,5849,,
1.2390121634808149,4,5899,,
1.4575645009160436,4,5949,,
1.8610238649090425,4,5999,,
1.1340813536761276,4,6049,,
1.2843819450259317,4,6099,,
1.1088465533439398,4,6149,,
0.9700098875040184,4,6199,,
1.1269910182923364,4,6249,,
1.2884108605350124,4,6299,,
2.046015073702484,4,6349,,
0.9008760718798626,4,6399,,
0.6595534889711222,4,6449,,
1.5269390152705034,4,6499,,
1.0393315694245076,4,6549,,
0.7468216679668944,4,6599,,
0.8396727335420007,4,6649,,
0.8771033762933788,4,6699,,
0.8900415925401267,4,6749,,
1.4257629951342454,4,6799,,
1.8293554459549728,4,6849,,
0.8350621054579768,4,6899,,
0.652021908168789,4,6949,,
0.8090342083343753,4,6999,,
1.0709002896534927,4,7049,,
0.5396247408635337,4,7099,,
1.1755783523220231,4,7149,,
1.0121567321679212,4,7199,,
1.2341762850770994,4,7249,,
0.6004840608793921,4,7299,,
,4,7299,1.1266086101531982,0.769211413247315
1.440257566869645,5,7349,,
1.2377078669286883,5,7399,,
1.115600179824421,5,7449,,
1.2961695719818889,5,7499,,
1.5056524451592503,5,7549,,
0.8489462721270445,5,7599,,
0.8048869458224218,5,7649,,
1.4976259821980131,5,7699,,
4.062800044155395,5,7749,,
1.5635302941008058,5,7799,,
0.9022377109949753,5,7849,,
1.2139046273857756,5,7899,,
0.7276585754408544,5,7949,,
0.8950813369635326,5,7999,,
1.3334255688361156,5,8049,,
0.9489618367191511,5,8099,,
1.3795010177810636,5,8149,,
0.8950312677543188,5,8199,,
1.2163372632534037,5,8249,,
0.6719207566925965,5,8299,,
1.0294899163828524,5,8349,,
1.0933347914850164,5,8399,,
1.0804846220213342,5,8449,,
0.9902817869550752,5,8499,,
1.0069655363565093,5,8549,,
0.8664248371023476,5,8599,,
0.6792367867889338,5,8649,,
0.7258979405976166,5,8699,,
1.5241739680930084,5,8749,,
,5,8759,1.1213626861572266,0.7648423528537431
1.4640193688519505,6,8799,,
0.7247124078817588,6,8849,,
0.756606345029843,6,8899,,
1.0312522452450066,6,8949,,
1.0891791589828994,6,8999,,
0.9699861840622627,6,9049,,
1.048580449484931,6,9099,,
2.1262314298731537,6,9149,,
1.0298444345686169,6,9199,,
0.8489783598863015,6,9249,,
1.3378178571388637,6,9299,,
2.1502698452928435,6,9349,,
1.5341773025515626,6,9399,,
1.4092145301266317,6,9449,,
1.184537571173843,6,9499,,
1.2564491271060783,6,9549,,
1.6010096377177623,6,9599,,
0.986708584123473,6,9649,,
0.9621432021959544,6,9699,,
0.8828521400248569,6,9749,,
0.7955707979638592,6,9799,,
2.1487348987861448,6,9849,,
1.1895534049425391,6,9899,,
0.7698024005495351,6,9949,,
1.015683677866034,6,9999,,
1.627457475818691,6,10049,,
0.9815120407434211,6,10099,,
1.0857006275442223,6,10149,,
0.661217338267468,6,10199,,
,6,10219,1.1223844289779663,0.7623275283433084
1.0669882950147096,7,10249,,
1.243933686949891,7,10299,,
1.3812569091746065,7,10349,,
0.8061139375518815,7,10399,,
1.1762729754300165,7,10449,,
1.346496339433041,7,10499,,
1.4526657401420573,7,10549,,
0.8685329100646472,7,10599,,
0.8838086456986575,7,10649,,
1.069716712513522,7,10699,,
0.7572472826934585,7,10749,,
1.0650220676449367,7,10799,,
1.5820892986293067,7,10849,,
0.6479370071223913,7,10899,,
1.0275274282729485,7,10949,,
0.9642048884212469,7,10999,,
1.7843553573463882,7,11049,,
0.7114717513828828,7,11099,,
1.9798519363556601,7,11149,,
1.055181041940672,7,11199,,
1.136556594886956,7,11249,,
0.7204572860752304,7,11299,,
1.4891262123019353,7,11349,,
0.5218592709805374,7,11399,,
2.220929750419983,7,11449,,
0.5132610741711516,7,11499,,
1.125967581281312,7,11549,,
1.4982780508243778,7,11599,,
0.6172965381410873,7,11649,,
,7,11679,1.1192610263824463,0.7579270585549133
1.7189263351823796,8,11699,,
1.2642331106997104,8,11749,,
1.1018269536997667,8,11799,,
0.8873657592545686,8,11849,,
0.5387448017143623,8,11899,,
1.1095013891317675,8,11949,,
1.0406615843974336,8,11999,,
1.613344297270624,8,12049,,
1.7986507318683709,8,12099,,
0.5919026893455165,8,12149,,
0.6423272019351016,8,12199,,
2.2661541524910835,8,12249,,
1.1720362227164438,8,12299,,
0.7879044560147739,8,12349,,
2.347125320797153,8,12399,,
0.9098293441097924,8,12449,,
1.6492535663761305,8,12499,,
0.6025177390766748,8,12549,,
0.8926579035417823,8,12599,,
0.5636640314148323,8,12649,,
1.2512730247122834,8,12699,,
0.9606246017482044,8,12749,,
1.6570363435538147,8,12799,,
0.8450464716974917,8,12849,,
1.1465133367329687,8,12899,,
0.8885669716625855,8,12949,,
0.6572100219602537,8,12999,,
1.3864734588866439,8,13049,,
0.8187570833102367,8,13099,,
,8,13139,1.1160783767700195,0.756083811694101
0.6945744133644738,9,13149,,
0.9783396585204702,9,13199,,
0.6677452856394017,9,13249,,
1.7598375211049966,9,13299,,
0.8399596646265636,9,13349,,
0.6080931657655148,9,13399,,
1.3171326234067893,9,13449,,
1.2450442157644745,9,13499,,
0.9318907083013714,9,13549,,
0.7412747770848741,9,13599,,
1.1569246890021574,9,13649,,
0.3684890170327614,9,13699,,
0.7737120671069928,9,13749,,
1.8971901818872745,9,13799,,
1.0390671175529493,9,13849,,
1.0085774987223208,9,13899,,
1.5716286718423325,9,13949,,
0.7887448270055737,9,13999,,
1.1261828927582163,9,14049,,
1.5294816436349221,9,14099,,
1.388137587618875,9,14149,,
1.9523180612443165,9,14199,,
0.5781727304208636,9,14249,,
0.7746961424915675,9,14299,,
0.9195356847285786,9,14349,,
1.0090937668970843,9,14399,,
0.9582126134467165,9,14449,,
0.8565876054127709,9,14499,,
1.120982000967183,9,14549,,
0.7751778824430965,9,14599,,
,9,14599,1.1163183450698853,0.7542830263912055
4.930436810838807,10,14649,,
0.8439839189241685,10,14699,,
0.8202798591761129,10,14749,,
1.0871277533788068,10,14799,,
1.294479247631169,10,14849,,
1.139176653654802,10,14899,,
0.7682421359846658,10,14949,,
0.6382909226155116,10,14999,,
0.9290592034373019,10,15049,,
1.7995029844898716,10,15099,,
0.6748650943070003,10,15149,,
1.1532143363976686,10,15199,,
1.0860446415315754,10,15249,,
1.8940956954497834,10,15299,,
2.419974455736586,10,15349,,
1.0437003290807054,10,15399,,
1.5190462106218467,10,15449,,
1.4948956735040402,10,15499,,
0.8587537838167785,10,15549,,
1.4403771141340773,10,15599,,
1.0770140687521685,10,15649,,
1.1355916185465789,10,15699,,
2.0247128757994064,10,15749,,
0.883464582226812,10,15799,,
0.8789957395611946,10,15849,,
1.6470985848323956,10,15899,,
1.6407568976924365,10,15949,,
1.6854923588099553,10,15999,,
0.8042260790477755,10,16049,,
,10,16059,1.1152212619781494,0.7523754722206959
0.8804824081944812,11,16099,,
1.9884710605232416,11,16149,,
1.242990367490921,11,16199,,
0.6804041045565388,11,16249,,
1.3533011174780807,11,16299,,
0.9060385991780896,11,16349,,
0.6137183819322753,11,16399,,
1.4918127916072075,11,16449,,
1.3850912493624286,11,16499,,
1.908155106530331,11,16549,,
1.444359927578692,11,16599,,
0.9232033451701559,11,16649,,
2.1522995185717786,11,16699,,
0.9395709837511351,11,16749,,
0.5978910339725894,11,16799,,
1.048762831096777,11,16849,,
1.1984710863238444,11,16899,,
1.1634575872811426,11,16949,,
